log_path,model,seq_len,d_block,train,forward,backward,validate,min_loss,test_loss,peak_memory/MB

05-04-4,Torch,128,8,5.633254953519061,1.8549032667061498,2.606159526441561,0.17428717462175433,0.11074329523200338,2.5336899054901942,715.2255859375

05-04-4,Torch,256,8,6.323932928147306,1.8411651210055924,3.7930713293836544,0.29570334696886585,0.12607425037357542,2.727945491119667,2385.5693359375

05-04-4,Torch,512,8,18.004389774966985,5.561857744911686,11.921907246699556,0.6989996049273759,0.14659258090662505,3.0934427005273326,8654.2568359375

05-04-4,Torch,1024,8,61.95208829504607,19.152214075798508,42.25163523882035,1.9729953553527593,0.13885532749386933,3.0469618210425744,32903.8818359375

05-04-5,Base,128,8,6.189527223992627,1.924656648272503,2.923677329388738,0.3093168148989207,0.13021265877918764,2.9118105385984694,765.7958984375

05-04-5,Base,256,8,9.229832784868918,2.730199362324184,5.829852443139041,0.7255090571142677,0.15335509125833158,3.5105747558452465,2614.7021484375

05-05-0,HBA,128,8,6.264914830502253,1.9581654707218932,2.9702734431457642,0.2898945220323756,0.14725652953440493,2.929325142077037,276.2783203125

05-05-0,HBA,256,8,6.193231493968947,1.9125259422881344,2.9556109905575534,0.3372544136722214,0.13702295679185125,3.2294195095698037,531.7470703125

05-05-0,HBA,512,8,7.204122755756705,1.9614441457514962,4.371762597855802,0.5712121690985643,0.1925167168648738,3.156601318606624,1042.6845703125

05-05-0,HBA,1024,8,12.917966384012253,3.8734180204663424,8.41080018652603,1.102050852701068,0.5776775078131602,9.007568946251503,2064.8095703125

05-05-0,HBA,2048,8,23.490740966342855,7.257482203742256,15.556858368625399,2.029730306385318,1.1725682585823292,32.34373146057129,4108.3095703125

05-05-1,FullHBA,128,8,10.144294181233272,2.9336798038256044,5.058456376420024,0.5294160534782956,0.1466335875066844,2.9385847193854198,309.6953125

05-05-1,FullHBA,256,8,9.993918100439975,2.5960878305231336,5.400005704024807,0.5240771020082443,0.13440968399798428,2.9859180406287864,608.66455078125

05-05-1,FullHBA,512,8,11.38021243669625,2.5172538550104946,7.300859975419482,0.7322043224608488,0.145772470758771,3.3829843600591025,1259.15087890625

05-05-1,FullHBA,1024,8,17.261908443729308,4.936819386975416,11.286870218474757,1.3832487846322528,0.19510406972124025,4.8301201187647305,2769.99462890625

05-05-1,FullHBA,2048,8,31.91366804585532,9.867447153662418,20.976295191404777,2.7007241786246428,0.15700394656433134,3.01582727432251,6619.30712890625
