model	seq_len	d_chunk	train	forward	criterion	backward	optimizer	test	min_loss	peak_memory/MB
Torch,128,8,13.271124029159546,4.63429515838623,0.1359277868270874,6.052701864242554,1.9602198886871338,0.2626010704040527,2.240289790641277,371.9248046875
Torch,256,8,12.842602972984315,4.29314453125,0.12983628749847412,5.962075300216675,1.9420465564727782,0.3437973117828369,2.366219879300506,1203.2216796875
Torch,512,8,22.157473373413087,6.599146690368652,0.06902647972106933,14.43794858455658,0.7595951795578003,0.7328209018707276,2.4561938474763116,4337.5654296875
Torch,1024,8,71.4529149723053,21.863019127845764,0.06675232410430908,48.45838963985443,0.6891393375396728,1.9973491859436034,2.6562190981744562,16462.2529296875
Base,128,8,13.948020825386047,4.509036540985107,0.13603756904602052,6.62174304485321,2.2274798917770386,0.5230105209350586,2.7569214718057475,393.3388671875
Base,256,8,14.233894414901734,3.988506107330322,0.12297995090484619,7.495765805244446,2.138460111618042,0.785370569229126,2.6954177209624537,1317.7919921875
Base,512,8,34.83232028484345,10.042228264808655,0.07059938907623291,23.54219916820526,0.8913521671295166,2.236727681159973,2.624764066259816,4822.6982421875
Base,1024,8,118.69986772537231,34.076188764572144,0.06912760257720947,83.30671654701233,0.8659407186508179,7.3334560966491695,2.7997685827097847,18456.5107421875
HBA,128,8,14.250400285720826,4.622532124519348,0.135345778465271,6.779440450668335,2.252167944908142,0.5380399513244629,2.6716324446398185,148.5400390625
HBA,256,8,14.059798769950866,4.462211718559265,0.13466188907623292,6.728871779441834,2.2383714389801024,0.5391240978240966,2.7345600884269783,276.2744140625
HBA,512,8,13.907742085456848,4.350996685028076,0.12914025783538818,6.686580219268799,2.1970103788375854,0.6229597330093384,2.794808376510188,531.7431640625
HBA,1024,8,16.063806037902832,4.423253464698791,0.076867995262146,9.761523170471191,1.3515901279449463,1.1356856870651244,2.827904926341714,1042.6806640625
HBA,128,8,14.314458994865417,4.620483446121216,0.13522488594055176,6.844273009300232,2.2566890859603883,0.5391795349121093,2.8687017456107182,148.5400390625
HBA,256,8,14.217701263427735,4.5272695922851565,0.13325300693511963,6.807152218818665,2.256359829902649,0.5428478336334228,2.8845624454595424,276.2744140625
